Service,Category,Funnel_URL
Go Invinsible,"Geo location, utilities",https://wf.goinvisible.io/it-3-1/intro?affid=73c6d280-d2b8-11ef-b9f1-7eac7ca44500-mzb&arm=it-3-1&epayId=323&fbclid=PAZXh0bgNhZW0BMABhZGlkAasX8Cdv-vEBpj_ppC97Bzzi53tW__GxHZLtZ5a48BJ9TrAHOFKQPvOYG05BGFlagJeWGQ_aem_0wFWMI-yD86LHIDLbonRMA&iteration=it-2-1_it-3_split&landId=3820&ob-segment-id=yR27bMHZEjaVskNZrfZcCz3d1iAQtsFl&payment-mode=production&payment-provider=1&r-chain=102760&reqid=Root=1-6786ccd9-57d3cc2a5d73fccb470da55a&sid=fa2e559e-24cb-45e8-9fc9-9e75f5b1fc3d&traffic-source=facebook&trt=323_0&u-intent=Privacy&userDefiner=mzb_4326&utm-campaign=GoInvisible_iOS_scale_webflow_it-2-fl-high-price-solo_20.09.2024&utm-campaign-ad-id=120216135204740161&utm-campaign-adset-id=120215730327370161&utm-campaign-id=120213314090950161&utm-content=01_GI204_0225_adameve3_1x1_Br&utm-medium=Instagram_Reels&utm-source=ig&utm-term=WW_iOS_topstatic_purchase_35-65_27.12.2024&utm_campaign=goinvisible_major_linkit_3_1&utm_content=&utm_medium=mzb_4326&utm_source=facebook&utm_term=
Good Inside,Parenting,https://www.goodinside.com/welcome/quiz/orientation/
Grativa,"Self-improvement, microlearning",https://wf.grativa.app/it-1/areas?iteration=it-1&ob-segment-id=dIBShvxAsgHvzjZEIdjSxvrEYnrIA7Ha
Greatness ,"Self-improvement, microlearning",https://greatnessapp.com/
Growthers,"Self-improvement, microlearning",https://q.growthers.co/ru/form?id=273&utm_source=facebook&utm_medium=cpc&utm_content=RU_growthers_Web_Tcrea_CFNL273-%2411%2C+24%2C+49_7DC1V_1JAN+-+3&utm_campaign=RU_growthers_ASC_Web_WW_RU_Faz2_HV_CFNL270_-%2411%2C+24%2C+49_Broad+_AllG_AllA_APL_7DC1V_2JAN&utm_term=20815_15207_Growthers_RU-TRANS-_Text_Image_4x5___EA_23DEC&utm_id=120216686167850629&ad_id=120216686167930629&adset_id=120216686167870629&placement=Instagram_Reels&site_source_name=ig&fbclid=PAZXh0bgNhZW0BMABhZGlkAasYcG5uhOUBppw1gFgataQ_byKusPCGmJqaFsk-jIQaLEDXr5Qyp3ckWASC1B8wYdfZ8Q_aem_uTabLrnI36kHEXsLqljOoQ
Growthers ,"Self-improvement, microlearning",https://q.growthers.co/form?id=273&utm_medium=paid&utm_source=ig&utm_id=120217029192480629&utm_content=120217029192470629&utm_term=120217029192440629&utm_campaign=120217029192480629
Gyna,Men/Women health,https://gyna.co/quiz
Habio,"Mental, ADHD, Habits, Trauma",https://flow.habio.pro/quiz/
Habio,"Mental, ADHD, Habits, Trauma",https://sub.habioapp.com/quiz-pp
Habio,"Self-improvement, microlearning",https://sub.habio.me/quiz-pp?idfm=4f6ac9e0-26b5-11f0-97f0-9d941164faa2
Habitbox,"Mental, ADHD, Habits, Trauma",https://habitboxapp.me/question/1?user_id=e0503a43-80ea-4605-9033-a43c4a0e4a81&flow=11&offer_1m_test=origin&dashboard_test=without_dashboard
Hack Motion,Hobbies,https://hackmotion.com/quiz-bellow-10/?quiz
Hallow,Religion,https://onboarding.hallow.com/?screenName=motive_question
Hapday,"Mental, ADHD, Habits, Trauma",https://quiz.getsmarthabits.com/hapday-c401f
Hapday,"Mental, ADHD, Habits, Trauma",https://quiz.getsmarthabits.com/
Hapday,"Mental, ADHD, Habits, Trauma",http://hapday.live/
Happy Mamma,Health,https://likeable-valley-flora.heyflow.site/quiz-happymamma
Happyo,"Mental, ADHD, Habits, Trauma",https://gethappyo.co/landing-ct
Harmony,Health,https://harmony.expo.app/onboarding/welcome?utm_medium=paid&utm_source=ig&utm_id=120224944863020343&utm_content=120225439384150343&utm_term=120225067436550343&utm_campaign=120224944863020343
Harna,Fitness,https://harnafit.com/quiz/step-start
Harna,Fitness,https://pilates.harnafit.com/en/pilates-l/step-start
Harna,Fitness,http://walking.harnafit.com/en/walking-quiz/step-start
Harna,Fitness,https://harna-yoga.com/yoga1-all/step-start
Harna,Fitness,https://harna-app.com/somatic-quiz/step-start?
Headway,"Self-improvement, microlearning",https://onboarding.makeheadway.com/self-growth
Headway,"Self-improvement, microlearning",https://shop.makeheadway.com/products/headway-self-awareness-journal
Headway,"Self-improvement, microlearning",https://headway-product.com/start
Headway,"Self-improvement, microlearning",https://getheadway.net/en/worldwide
Headway,"Self-improvement, microlearning",https://getheadway.net/chat?utm_source=facebook&utm_campaign=WO2_CF_IFP_Advantage_TopCreoMix_R101&utm_placement=Instagram_Reels&quizId=quiz1&splitId=37&utm_adname=ENG_Image_BAU_Booklist_KeepItPrivate_No_W312%2F120216335846720566%3A+Ad+120216335966110566+%E2%80%93+Copy+2&utm_adset=WO2_CF_IFP_Advantage_TopCreoMix_R101&utm_ad_id=120216336643120566&utm_adset_id=120216336279770566&utm_campaign_id=120216336279780566&utm_medium=paid&utm_id=120216336279780566&utm_content=120216336643120566&utm_term=120216336279770566&fbclid=PAZXh0bgNhZW0BMABhZGlkAasYHwvjVGYBpkfIYDPHIBjMZZkjxAm4zC9VyB3BIZ0c9GzI0zX-3cn6MC4wRRyPetn5hg_aem_hxfheUxjNaeVLf7b2AoM_A
Heartbit,Health,https://heartbit.app/onboarding_sugar_v4gtl
Hearty,Parenting,https://app.pathfinder.vision/store
HeyZen,Fitness,https://start.heyzen.io/en/first-page-3/?theme=Somatic_age_v2&flow=701&paywall=id_type1
HeyZen,"Mental, ADHD, Habits, Trauma",https://start.heyzen.io/
Hint,"Astrology, Human Design, Compatibility",https://try.hint.app/en
Homemade Method,Nutrition and diet,https://start.homemademethod.com/quiz/?utm_source=social&utm_medium=free&utm_term=&utm_content=&utm_campaign=quiz&fpid=01JTFT22DY30KEPXR6DWTG7KQB&fsid=01JTFT22DYQ3668D01VMP8JNT8
Honeytoon,Stories and novels,https://honeytoon.com/comic/forbidden-fantasy/2
Hoola,Fitness,https://hoola.com/wallpilates/quiz
Hoola,Fitness,https://hoola.com/calisthenics/quiz
Hoola,Fitness,https://hoola.com/fasting/quiz?utm_source=ig&utm_medium=paid&utm_campaign=%5BTESTING%5D+GABIJA+%7C%7C+MAIN+%7C%7C+FASTING+%7C%7C+ABO&utm_content=VID_HO_EN_CR_Ign_001_RemakeJesusFasting_Script1_BreakingSweat_Lukas_25.07.10&utm_term=%5BTESTING%5D+GABIJA+%7C%7C+MAIN+%7C%7C+FASTING+%7C%7C+ABO&utm_contentid=120233471594770595&utm_id=120232767118290595_v2_s85_e13&fbclid=PAQ0xDSwL4nptleHRuA2FlbQEwAGFkaWQBqygF_Hk5UwGnhtkZgzouWDLKLyToUpKje0iwToiYXpeRCKRqw0M6Nli4nx6kqZ4XtEG2LPA_aem_cpWYFud3v6JoOCCrDYjzSg
Hoola,Fitness,https://hoola.com/fasting/quiz?utm_source=ig&utm_medium=paid&utm_campaign=%5BTESTING%5D+GABIJA+%7C%7C+MAIN+%7C%7C+FASTING+%7C%7C+ABO&utm_content=VID_HO_EN_CR_Ign_001_RemakeJesusFasting_Script1_BreakingSweat_Lukas_25.07.10&utm_term=%5BTESTING%5D+GABIJA+%7C%7C+MAIN+%7C%7C+FASTING+%7C%7C+ABO&utm_contentid=120233471594770595&utm_id=120232767118290595_v2_s85_e13&fbclid=PAQ0xDSwL4nptleHRuA2FlbQEwAGFkaWQBqygF_Hk5UwGnhtkZgzouWDLKLyToUpKje0iwToiYXpeRCKRqw0M6Nli4nx6kqZ4XtEG2LPA_aem_cpWYFud3v6JoOCCrDYjzSg
Human Design,"Astrology, Human Design, Compatibility",https://webhumandesign.com/link3paywall4
Hypnozio,Nutrition and diet,https://hypnozio.com/landing-wl/?l=en&vndr=hyphatfbpau
Imprint,"Self-improvement, microlearning",https://imprintapp.com/startnow/
Impulse,"Self-improvement, microlearning",https://mental-impulse.com/flow/brtr1
Impulse ,"Self-improvement, microlearning",https://mental-impulse.com/flow/mprof1??campaign=CBO_Mult_web_mprof1_CC&adset=CBO_Mult_web_mprof1_CC_YO_7&ad=14-01-25_CBO_Mult_web_mprof1_CC_YO_7-web_mprof_solar_1920_w1&source=ig&placement=Instagram_Reels&adset_id=120216797833560624&ad_id=120216797833430624&utm_medium=paid&utm_source=ig&utm_id=120216797833320624&utm_content=120216797833430624&utm_term=120216797833560624&utm_campaign=120216797833320624
Inflammi,Nutrition and diet,https://inflammiplan.com/
Inflammi,Nutrition and diet,https://inflammiplan.com/
InFlof,"Mental, ADHD, Habits, Trauma",https://try.getinflow.io/quiz/
Ink AI,Style,https://start.ink-ai.app/?utm_source=meta&utm_medium=cpm&utm_campaign=%7B%7Bcampaign.name%7D%7D&utm_content=%7B%7Bad.name%7D%7D&utm_adset=%7B%7Badset.name%7D%7D
Intch,Income,https://get.intch.org/onboarding/professional
International IQ,IQ test,https://iqinternational.org/?fbc_id=120214581238550604&h_ad_id=120214581238590604&fbclid=PAZXh0bgNhZW0BMABhZGlkAasWhmOg8KwBpghClgasWQqckc8OC8K0MsHYjZcOt8Ld0WyhoQDQoRWklbIav-3p8WtbyA_aem_YbXBeKVA4rpkPRT7w1_H2A
Intuvist,"Astrology, Human Design, Compatibility",https://intuvist.com/face-reading/
IQ Brain,IQ test,https://iqbrainpro.com/
IQ Masters,"Self-improvement, microlearning",https://iqmasters.app/get-started-en
iShape,Men/Women health,https://start.ishape.app/gender?utm_source=FB&utm_campaign=Campanha+1+App+Ishape%7C120216021637070303&utm_medium=Novo+conjunto+de+an%C3%BAncios+de+Vendas+%E2%80%94+C%C3%B3pia%7C120216022214120303&utm_content=criativo+03+homem%7C120216022214150303&utm_term=Instagram_Reels&xcod=FBhQwK21wXxRCampanha+1+App+Ishape%7C120216021637070303hQwK21wXxRNovo+conjunto+de+an%C3%BAncios+de+Vendas+%E2%80%94+C%C3%B3pia%7C120216022214120303hQwK21wXxRcriativo+03+homem%7C120216022214150303hQwK21wXxRInstagram_Reels&utm_id=120216021637070303
Isharing,"Geo location, utilities",https://promo.isharingsoft.com/welcomedeal_ab/
Jobescape,Income,https://jobescape.me/chat-v3
Jobliti,Income,https://jobliti.com/quiz/career_quiz_flow_3_v2?fbclid=&utm_campaign=&utm_term=&utm_content=&utm_id=&utm_source=facebook&utm_medium=paid&quiz_title=default&question=d5f92073-b791-43fc-a89d-234134c9dabc
Jumpspeak,Language Learning,https://www.jumpspeak.com/go-quiz
Just Fit,Men/Women health,https://www.justfitpro.com/en/question
Just smart,Language Learning,https://quiz.justschool.me/programming_qla?utm_source=facebook&utm_medium=paid&utm_campaign=%7B%7Bcampaign.name%7D%7D&utm_content=%7B%7Bad.name%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&ad_id=%7B%7Bad.id%7D%7D&utm_term=24free&leadType=programming-for-children
JustSpeak,Language Learning,https://justspeakai.com/funnel/?utm_source=facebook&utm_campaign=%7B%7Bcampaign.name%7D%7D&utm_content=%7B%7Bad.name%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&ad_id=%7B%7Bad.id%7D%7D
KegelMan,Men/Women health,https://webpremium.kegelman.app/
Keiki,Parenting,https://get.keiki.app/quiz/?flowId=general&priceConfigSource=growthBook
KetoGo,Nutrition and diet,https://v3.ketogo.app/wd-en/f-22m-usd-metric/0-landing/
Kids Learning,Parenting,https://growth.kids-learning.today/onboarding/
Kit Up,"Self-improvement, microlearning",https://q.kitup.net/en/form?id=296&utm_medium=paid&utm_source=ig&utm_id=120229927329680326&utm_content=120229927426730326&utm_term=120229927412400326&utm_campaign=120229927329680326&fbclid=PAZXh0bgNhZW0BMABhZGlkAaskhWFtZ6YBp6gbFOZljZ2beV8B4T6IHgKa0fbUrosV9r104KSOwE0c-SrFNE6xU8kB8aYA_aem_KFAEO9ZIuKMtrF3O5OsyzA
Knowely,Income,https://knowely.com/quiz/get-started?
Kuizu,"Relations, Dating",https://www.kuizu.studio/onboarding?utm_campaign=Tally2
Kumuda's Secret,Style,https://kumudassecret.com/?utm_source=ig&utm_medium=COI+-+Frequent+international+travelers+%2B+Bac%2B2+-+H+-+25%2F50+-+Capitales+%2B+UEA+-+English&utm_campaign=EC+-+Schedule+-+PDV+-+Phase+5+-+Scale&utm_content=KS+VSL+1.1&placement=Instagram_Reels&utm_id=120215049917930168&utm_term=120215049918080168
Kupid AI,AI characters,https://www.kupidoncreators.club/choose-character
Kure,Nutrition and diet,https://kureapp.health/
Kyo Skin,Beauty,https://www.quiz.kyoskin.com/eye-rejuvenation-ritual
LangoTalk,Language Learning,https://www.langotalk.org/onboarding/OnboardingExperience
Lasting Change,"Self-improvement, microlearning",https://thelastingchange.com/start?qz=lc1
Lazyfit,Fitness,https://lazyfit.ai/survey/yoga/chair-yoga?utm_source=facebook&campaign_name=%7B%7Bcampaign.name%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&adset_name=%7B%7Badset.name%7D%7D&adset_id=%7B%7Badset.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&ad_id=%7B%7Bad.id%7D%7D
Leaply,"Mental, ADHD, Habits, Trauma",https://tryleaply.com/en/vgn
Lerna,Language Learning,https://ailearna.com/onboarding
Letterlife,"Mental, ADHD, Habits, Trauma",https://app.letterlife.se/app/onboarding/start
Letterly,"Geo location, utilities",https://quiz.letterly.app/writingtool_general_long_1_7_190625/q2_writing_method?utm_source=meta&utm_medium=paid&utm_campaign=120223879529580510&utm_content=120223879530620510_120226675760180510&utm_id=120223879529580510&utm_term=120223879530620510
Leya,Language Learning,https://quiz.leyaai.com/english-plan-nvso/
Lift,Photo Video,https://v2.get-lift.app/onboarding/15_0
Lift,"Self-improvement, microlearning",https://v2.get-lift.app/onboarding/15_0/0/?quizGroupNumber=0&quizQuestionNumber=0&uuid=21cdaa68-51bd-4b82-85c6-2618d2c89709
Ling Learn,Language Learning,https://app.ling-app.com/en/onboarding
Lingvano,Language Learning,https://app.lingvano.com/onboarding
Lipozem,Nutrition and diet,https://vidapowerx.club/lipozemld2?utm_source=FACEBOOK&utm_medium=%7B%7Badset.name%7D%7D&utm_campaign=%7B%7Bcampaign.name%7D%7D&utm_content=%7B%7Bad.name%7D%7D&utm_term%20%20%20%20=%7B%7Bplacement%7D%7D
Liven,"Mental, ADHD, Habits, Trauma",https://quiz.theliven.com/en
LogicLike,Parenting,https://logiclike.web2wave.com/
Loona,Health,https://get.loona.app/
Lovestrive,"Relations, Dating",https://lovestrive.com/
Lovi,Beauty,https://interview.lovi.care/
LumenX,"Astrology, Human Design, Compatibility",https://quiz.lumenx.app/humandesign2/
Lumi,Style,https://quiz.lumi.place/?funnelId=d53cac9c-d43e-4b7c-a342-085f30741f2c
Lumi,Style,https://lumi.ageless.place/?funnelId=a737dfbe-052b-4b6b-867a-c4c898231419
Lumi,Style,https://lumi.tailored-box.com/?lang=en&funnelId=a2bdd9e1-1479-43a1-8f60-ce34168f3887
Lumi,Style,https://lumi.mybeautybox.style/?lang=en&funnelId=d833d806-06ae-4de8-9177-6ac7417fa736
Luna,"Astrology, Human Design, Compatibility",https://app-luna.com/
Lune,Health,https://sleep.thefabulous.co/onboarding/sleep-bedtime-sliders?utm_source=facebook&utm_medium=paid&utm_campaign=23848311239520793&utm_content=23848311239970793&utm_term=23848311239980793&utm_id=23848311239520793_v2_s02&fbclid=PAQ0xDSwLmH19leHRuA2FlbQEwAGFkaWQAVLnpyBUeGQGnrcMeYF8tnCIWqZ8oWzzA6s0AEHY84JJvPzLkP6Y2oioh88sFdNZigErbHjc_aem_9JhZakzS4eFOeOnEDxc_JA
Luvly,Beauty,https://quiz.luvly.care/?cohort=luvly_intro4_sale
Lymph,Health,https://www.lymph.app/?utm_medium=paid&utm_source=ig&utm_id=120229807842140168&utm_content=120229807842320168&utm_term=120229807842350168&utm_campaign=120229807842140168&fbclid=PAQ0xDSwL0r4ZleHRuA2FlbQEwAGFkaWQBqyRfjllMqAGnAS9NJxvquwz5xcboV3NuAzpyac2xmrdJnH00G7By3RmVWHKhXGRJGAqKKsI_aem_yommRuSzHZWmXv-cUezCsQ
Mad Muscles,Fitness,http://yoga.madmuscles.com/en/funnel/chair-yoga-116-v1-dark/step-age
Mad Muscles,Fitness,https://workouts.madmuscles.com/en/funnel/walking-for-weight-loss-lght-v3/step-age
Mad Muscles,Fitness,https://workouts.madmuscles.com/calisthenics_v75_b
Mad Muscles,Fitness,https://madmuscles.com/step-goal
Makes you fluent,Language Learning,https://makesyoufluent.com/it-quiz1/?q=1_age
Manifest,"Astrology, Human Design, Compatibility",https://manifest-affirmations.com/m/3in1/4c995353-8b08-4f5c-8da3-0f22c209541a/quiz
Manifest Affirmations,"Self-improvement, microlearning",https://manifest-affirmations.com/m/mt-hp/1067e564-ebfe-40b4-8ec6-9a29a15a77bc/quiz?utm_source=facebook&utm_medium=cpa&utm_campaign=120231932585180093&utm_content=120231932634980093&utm_id=120231932585180093&utm_term=120231932585190093&fbclid=PAQ0xDSwMASPJleHRuA2FlbQEwAGFkaWQBqyZOTCfunQGntscHy5h6sZ74oO-YOSHR2vAcA0vyQXs9qgW2zDRUeOQI1MkQQPoBhQbDxiE_aem_omuj8dLCgQKolUqCgbAojg
Master English,Language Learning,https://www.masterenglish.com/habla-ingles/76/2/
MaxBeauty,Beauty,https://face.themaxbeauty.com/
Maxxing Me,Beauty,https://start.maxxing.me/quiz
Medi Plan,Nutrition and diet,https://getmediplan.com/cortisol
Memory OS,"Self-improvement, microlearning",https://start.memoryos.com/new
Mensagens Psicológicas,"Relations, Dating",https://app2.mensagenspsicologicas.online/
Meowz,Hobbies,https://meowz.app/cat_sex_2?cohort=meowz2_1&lang=en
MIL Method,"Self-improvement, microlearning",https://quiz.koibee.com.br/
Mimika,Beauty,https://faceyoga-ar.com/quiz
Mimika,Beauty,https://quiz.mimika-uni.com/quiz?variant=variant16&step=0
Mimika,Beauty,https://quiz.mimika-app.com/quiz
Mimika,Beauty,https://try.mimika-app.com/mimika-korean-beauty/socialpruf/?utm_source=Facebook_web&utm_campaign=%7B%7Bcampaign.name%7D%7D&utm_content=%7B%7Badset.name%7D%7D&utm_term=%7B%7Bad.name%7D%7D&site_source_name=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&fpid=01JTG4V6R99B4P4PHF5MZM3MAE&fsid=01JTG4V6R9EHQSSNDRRQBZZ72W
Minderse,"Mental, ADHD, Habits, Trauma",https://app.minderse.com/
MindGuru,"Mental, ADHD, Habits, Trauma",https://www.mindguru.life/en-start-2821
Mindscape,"Self-improvement, microlearning",https://launch.mindscapeapp.io/mindscape-ceo-q5-hsr/
Mindscape,"Self-improvement, microlearning",https://join.mindscapeapp.io/mindscape-go20
Mindway,"Mental, ADHD, Habits, Trauma",https://mindway.app/start?qz=mw1&locale=EU
Mo Meditation,"Self-improvement, microlearning",https://web.momeditation.app/en?flow=gambling&utm_source=facebook&utm_medium=cpc&utm_campaign=Web_iOS_T1_CPA_16.12.24_EN_PMF-Gambling&utm_id=120214756606580722&utm_content=120214757108150722&utm_term=120214756606590722&fbclid=PAZXh0bgNhZW0BMABhZGlkAasXT5pvTKIBprnSg1y3HXrgkK_kW-RWH5rqMLtrZYwLuOc29zuLPdfB1NEBEHnS7pTLAg_aem_OMsXVqOMleK58LuxUr5fxA
Moby,Income,https://www.moby.co/try-moby-survey
Moerie,"Physical goods, ecommerce",https://pills.moerie.com/quiz
Moerie,"Physical goods, ecommerce",https://spray.moerie.com/quiz
Momeditation,Health,https://web.momeditation.app/en?flow=alcohol
Mondly,Language Learning,https://try.mondly.com/AB-v1-db/en-th
Monivate,Income,https://monivate.io/get-started/0?utm_funnel=general_onboarding
Moongrade,"Astrology, Human Design, Compatibility",https://moongrade.app/start?qz=mg1&locale=EN_US
Moonlia,"Astrology, Human Design, Compatibility",https://moonlia.fnlfx.com/onboarding1
Muscle Booster,Fitness,https://plan.muscle-booster.io/onboarding?branch-name=wmncls&gender=female&link-id=go6htm
Muscle Booster,Fitness,https://plan.muscle-booster.io/onboarding?branch-name=chair&gender=male&link-id=go1cih
Muscle Booster,Fitness,https://plan.muscle-booster.io/onboarding?branch-name=general&gender=male&link-id=go15jkl
Muscle Booster,Fitness,https://plan.muscle-booster.io/onboarding?branch-name=wmn_mp&gender=female&link-id=go1mpp
Muscle Booster,Fitness,https://plan.muscle-booster.io/onboarding?branch-name=calisthenics&gender=male&link-id=go4xgg
Muscle Booster,Fitness,https://plan.muscle-booster.io/onboarding?branch-name=chair&gender=male&link-id=go1cih
Muscle Booster,Fitness,https://muscle-booster.io/start-age-branches?branch-name=general&test-name=go2fnk
Musclefit,Health,https://musclefit.ai/survey/chair?utm_source=facebook&campaign_name=%7B%7Bcampaign.name%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&adset_name=%7B%7Badset.name%7D%7D&adset_id=%7B%7Badset.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&ad_id=%7B%7Bad.id%7D%7D
Muse Academy,"Relations, Dating",https://musesacademy.io/?landing_uuid=8df60cce-d972-4879-86f6-03b31d482f5b
My Best Health,Nutrition and diet,https://mybesthealth.club/nt1?rtkcid=688cf3e6d0400ded63d3018d&rtkcmpid=688bb1c1f51c59b56cfd7a13&fbclid=PAQ0xDSwL500JleHRuA2FlbQEwAGFkaWQBqyd1VPr2RgGnCnHGEqXg0WVuPW4N2wOtW84a4LQb1t_xtrwF3EB4-36hnX75_p4IX4ztsdw_aem_QR067iuPgodb_6RxkPs8yA
My Diabetes,Health,https://mydiabetes.health/startnow/pbp
My Drama,Stories and novels,https://web.dashdramas.com/video/dd7299ce-4605-4003-855d-35f6c8d675b2/?&lang=ro
My Dream Companion,AI characters,https://www.mydreamcompanion.com/create-char-funnel/
My IQ,IQ test,https://myiq.com/start/personality-test?e=829471977
MyBody,Nutrition and diet,https://mybody.health/startnow/mb-pbp-menopause?utm_source=facebook&utm_medium=cpc&campaign_id=120214620460550267&adset_id=120214620460610267&ad_id=120214620460900267&fbc_id=120214620460610267&h_ad_id=120214620460900267
MyFitCoach,Fitness,https://www.myfitcoach.app/step-gender
Mypersonality Lab,"Self-improvement, microlearning",https://mypersonalitylab.com/archetype
Natal Chart,"Astrology, Human Design, Compatibility",https://palmistry.natal-chart.online/quiz/1
Natal Chart,"Astrology, Human Design, Compatibility",https://compatibility.natal-chart.online/
Neasty,Health,https://hf.greatapps.co/neat-ba-01-01-men?utm_source=fb&utm_medium=120229691652010086&utm_campaign=120229691652040086&utm_content=120229691652080086&utm_term=Instagram_Reels&utm_id=120229691652040086&fbclid=PAQ0xDSwL4eNFleHRuA2FlbQEwAGFkaWQBqyREgNZj1gGnNqlGpNDCIeOWAv5gaPdKxOyoyzCOZpWHPbhRcGPu-66USKomUL0SU3kBT1k_aem_X1BGPRq5odwc4pnXKPe6Nw&sid=c2cef7ee-1914-430d-b427-904e18091c0c&fva=2025-07-31T16%3A27%3A37.736Z&fva=2025-07-31T16%3A27%3A37.736Z
Neatsy,Fitness,http://hf.neatsy-greatapps.co/neat-gen-01-02
Neatsy,Health,https://neatsy.ai/correct-your-posture-en.html
Nebula,"Astrology, Human Design, Compatibility",https://asknebula.com/flow/lp/simple-registration
Nebula,"Astrology, Human Design, Compatibility",https://appnebula.co/shamans/prelanding
Nebula,"Astrology, Human Design, Compatibility",https://appnebula.co/feminine-archetypes/prelanding
Nebula,"Astrology, Human Design, Compatibility",https://appnebula.co/love-addiction
Nebula,"Astrology, Human Design, Compatibility",https://appnebula.co/witch-power/prelanding
Nebula,"Astrology, Human Design, Compatibility",https://appnebula.co/goddess/prelanding
Nebula,"Astrology, Human Design, Compatibility",https://appnebula.co/starseed/prelanding
Nebula,"Astrology, Human Design, Compatibility",https://appnebula.co/moon-compatibility/prelanding
Nebula,"Astrology, Human Design, Compatibility",https://appnebula.co/codependency/gender
Nebula,"Astrology, Human Design, Compatibility",https://appnebula.co/life-control/prelanding
Nebula,"Astrology, Human Design, Compatibility",https://appnebula.co/hypnotherapy-intro/gender
Nebula,"Astrology, Human Design, Compatibility",https://appnebula.co/relationship-anxiety/gender
Necklo,Health,https://necklo.com/quiz
Nerva,Nutrition and diet,https://assessment.nervaibs.com/
Neurolift,"Mental, ADHD, Habits, Trauma",https://launch.neuroliftapp.com/neurolift-q4/
Neurotoned,"Mental, ADHD, Habits, Trauma",https://www.neurotoned.com/neuro-healing?utm_medium=paid&utm_source=ig&utm_id=120215467897120023&utm_content=120215467897290023&utm_term=120215467897170023&utm_campaign=120215467897120023
New Me,"Mental, ADHD, Habits, Trauma",https://startnewme.com/landing-home
New Me,"Self-improvement, microlearning",https://startnewme.com/landing-home?utm_medium=paid&utm_source=ig&utm_id=120213837936220726&utm_content=120213837936190726&utm_term=120213837936230726&utm_campaign=120213837936220726&fbclid=PAZXh0bgNhZW0BMABhZGlkAasV9R2NJuYBpi3qpkBf1PKMYcEFIbyOa4hcvbFIX0TujTiuci4H0LIgpZ3ytt6XQtGdUQ_aem_C-xM1GQTQ-W0vqTt7zIrbQ
Nextu,AI characters,https://www.nextu.pro/
Nibble,"Self-improvement, microlearning",https://nibble-app.com/es/landing?course=history
Nibble,"Self-improvement, microlearning",https://nibble-app.com/landing?course=philosophy
No Carbs Challenge,Nutrition and diet,https://nocarbschallenge.com/307
NoCarbsChallenge,Nutrition and diet,https://nocarbschallenge.com
Noom,Nutrition and diet,https://www.noom.com/lp/weightLossGoal
Nooro,Fitness,https://app.nooro-us.com/chair-yoga-001
Nooro,Fitness,https://app.nooro-us.com/treadmill-challenge-001
Nooro,Health,https://app.nooro-us.com/edema-quiz-026
Nooro,Nutrition and diet,https://app.nooro-us.com/gut-reset-011
Nord Astro,"Astrology, Human Design, Compatibility",https://nordastro.com/start?qz=na1&locale=EU
North Coders,Edtech,https://northcoders.com/sorting-quiz
Nova Health,"Physical goods, ecommerce",https://nova.health/start?qz=nv1&locale=EN
Nutri Virtual,Nutrition and diet,https://quiz.nutrivirtual.com/quiz
Nutricao,Nutrition and diet,https://question.pontoalimentar.com/
Nutrimate,Nutrition and diet,https://quiz.nutrimate.fit/?cohort=mf_intro4&lang=en
Nutrimate,Nutrition and diet,https://quiz.myfasting.fit/?cohort=mf_intro2
Omo,Nutrition and diet,https://omo-app.io/start_page_pbl/?branch-name=blockers&test-name=go3men&gender=male
Omo,Nutrition and diet,https://omo-app.io/start_page_mn/?branch-name=perfectbody&test-name=go1fem&gender=female
Omo,Nutrition and diet,https://omo-app.io/start_page_bl/?branch-name=belly&test-name=go1bel&gender=female
Omo,Nutrition and diet,https://omo-app.io/start_age_e/?branch-name=general&test-name=go8box&gender=female
Opal,"Mental, ADHD, Habits, Trauma",https://www.opal.so/quiz
Organic Fit,Fitness,https://quiz.organic-fit-mealplan.com/?
Organic Fit,Fitness,https://v1.organic-fit-greatapps.co/of-wp-03/index.html
Ornament Health,Health,https://quiz.ornament.health/en/onboarding/fsm_mobile_app_v2_short
Ornament Health,Health,https://ornament-weightloss.com/en/onboarding/fsm_weight_loss_v4_impevent
Otwo,Health,https://otwo.life/home
OurLove,"Relations, Dating",https://www.ourlove.com/hmfb/?afid=1000017321&&utm_source=facebook&utm_medium=cpc&utm_campaign=fb_olv_web_acc2_fem_event_subsc_eu_asIa_latam_video_ugc&fbclid=PAZXh0bgNhZW0BMABhZGlkAasXt5msJtIBpqJDCvOx7Jakhr8yNsORVAY3UIzy9O_xxVcezGWllGoRE-WnV6AFVULC1g_aem_eUOqlMB2VaEwKDheGfSISg
Paired,"Relations, Dating",https://www.paired.com/get-paired/kinkygameslist
Paired,"Relations, Dating",https://www.paired.com/get-paired/saygoodbye
